,id_senador,titulo,fecha_entrada,id_ficha,organismo
0,9927,EMPRESAS INVESTIGADAS POR SECRETARIA ANTILAVADO POR ASOCIACION ILICITA CONCESION OBRA PUBLICA ARGENTINA. ACTUACION BROU. INFORMES.,2018-10-10,141518,MEF*
1,9927,ANCAP. PARTICIPACION EMPRESAS PRIVADAS. INFORMES.,2018-06-05,139976,MIEM*
2,9927,ANCAP. EMPRESAS TERCERIZADAS. INFORMES.,2018-06-05,139977,MIEM*
3,9927,UTE. EMPRESAS TERCERIZADAS. INFORMES.,2018-06-05,139978,MIEM*
4,9927,INSTITUTO NACIONAL COLONIZACION. PARTICIPACION EMPRESAS PRIVADAS.  INFORMES.,2018-06-05,139975,MGAP*
5,9927,OSE. PARTICIPACION EMPRESAS Y/O SERVICIOS. CONTRATACION. INFROMES.,2018-06-05,139960,MVOTMA*
6,9927,OSE. SERVICIOS TERCIARIZADOS. CONTRATACION. INFORMES.,2018-06-05,139964,MVOTMA*
7,9927,ANV. PARTICIPACION EMPRESAS Y/O SERVICIOS. CONTRATACION. INFORMES.,2018-06-05,139966,MVOTMA*
8,9927,UTE. PARTICIPACION EMPRESAS PRIVADAS. INFORMES.,2018-06-05,139979,MIEM*
9,9927,SECTOR ARROCERO. COSECHA PERIODO 2007-2008 Y 2017-2018. SITUACION PRODUCTORES. INFORMES.,2018-06-05,139997,OPP*
10,9927,SECTOR ARROCERO. COSECHA PERIODO 2007-2008 Y 2017-2018. SITUACION PRODUCTORES. INFORMES.,2018-06-05,139999,MEF*
11,9927,SECTOR ARROCERO. COSECHA PERIODO 2007/2008 Y 2017/2018. SITUACION PRODUCTORES. INFORMES.,2018-06-05,140000,MGAP*
12,9927,BROU. EMPRESAS TERCERIZADAS. SITUACION. INFORMES.,2018-06-05,139995,MEF*
13,9927,ADMINISTRACION NACIONAL VIVIENDA. SERVICIOS TERCERIZADOS. CONTRATACION. INFORMES.,2018-06-05,139980,MVOTMA*
14,9927,AFE. SERVICIOS TERCIARIZADOS. CONTRATACION. INFORMES.,2018-06-05,139981,MTOP*
15,9927,AFE. PARTICIPACION EMPRESAS Y/O SERVICIOS. CONTRATACION. INFORMES.,2018-06-05,139983,MTOP*
16,9927,TLC UNION EUROPEA Y MERCOSUR. REGIMEN ESPECIAL ADMISION TEMPORARIA. POSICIONES. INFORMES.,2018-05-16,139761,MEF*
17,9927,TLC UNION EUROPEA Y MERCOSUR. REGIMEN ESPECIAL ADMISION TEMPORARIA. POSICIONES. INFORMES.,2018-05-16,139762,MRREE*
18,9927,TLC UNION EUROPEA Y MERCOSUR. REGIMEN ESPECIAL ADMISION TEMPORARIA. POSICIONES. INFORMES.,2018-05-16,139763,MIEM*
19,9927,BROU. REESTRUCTURA SERVICIOS. SITUACION. INFORMES.,2017-12-05,137760,MEF*
20,9927,RUTAS NACIONALES 27 Y 30 (RIVERA). OBRAS REPARACION. INFORMES.,2017-10-17,137129,MTOP*
21,9927,LICEO DOLORES (SORIANO). SITUACION. INFORMES.,2017-05-02,134604,MEC*
22,9927,CONSTRUCCION VIVIENDAS PARQUE MIRAMAR (CANELONES). NORMATIVA MEDIOAMBIENTAL. INFORMES.,2017-04-04,134312,MVOTMA*
23,9927,"CASTRO, Fidel. FALLECIMIENTO. COBERTURA ESPECIAL. SODRE. INFORMES.",2016-12-06,133037,MEC*
24,9927,ANCAP. VENTA ACCIONES CARBOCLOR VIA ANCSOL S.A. INFORMES.,2016-11-17,132735,MIEM*
25,9927,ADMINISTRACION NACIONAL PUERTOS. PLAN MAESTRO. IMPLEMENTACION. INFORMES.,2016-10-31,132422,MTOP*
26,9927,ADMINISTRACION NACIONAL PUERTOS. SITUACION FINANCIERA TERMINAL CUENCA PLATA. AUDITORIAS CONTRATADAS. INFORMES.,2016-10-31,132424,MTOP*
27,9927,ADMINISTRACION NACIONAL PUERTOS. APORTE ACCIONES TERMINAL CUENCA PLATA. INFORMES.,2016-10-31,132425,MTOP*
28,9927,TORNADO DOLORES (SORIANO). SITUACION. ACCIONES MSP. INFORMES.,2016-10-04,131915,MSP*
29,9927,TORNADO DOLORES (SORIANO). SITUACION. ACCIONES MIDES. INFORMES.,2016-10-04,131914,MIDES*
30,9927,TORNADO DOLORES (SORIANO). SITUACION. ACCIONES MDN. INFORMES.,2016-10-04,131916,MDN*
31,9927,TORNADO DOLORES (SORIANO). ACCIONES MVOTMA. INFORMES.,2016-10-04,132064,MVOTMA*
32,9927,EMBARAZO ADOLESCENTE. DATOS APORTADOS UDELAR - ONU. INFORMES.,2016-10-04,131917,MIDES*
33,9927,TORNADO DOLORES. SITUACION. ACCIONES MTOP. INFORMES.,2016-10-04,131913,MTOP*
34,9927,AGENCIA NACIONAL VIVIENDA.  VIVIENDAS PROMOVIDAS Y CONSTRUIDAS. EXONERACION IMPOSITIVA. INFORMES.,2016-10-04,131905,MVOTMA*
35,9927,VIVIENDAS MEVIR. BENEFICIARIOS. INFORMES.,2016-09-26,131773,MVOTMA*
36,9927,MORGUES JUDICIALES. MEDICOS FORENSES. RECLAMOS. INFORMES.,2016-09-26,131774,SUPREMA CORTE JUSTICIA
37,9927,PLUNA. LIQUIDACION ENTE AUTONOMO. APLICACION ART. 398 LEY 19.355. INFORMES.,2016-09-07,131543,MTOP*
38,9927,"PROGRAMA YO ESTUDIO Y TRABAJO. PERIODO 2012 - 2016. SOLICITUDES RECIBIDAS, INFORMES,",2016-09-07,131547,MTSS*
