,id_senador,titulo,fecha_entrada,id_ficha,organismo
0,9964,EMERGENCIA PEDIATRICA HOSPITAL SALTO (DPTO). PUESTA EN FUNCIONAMIENTO. DEMORA. RAZONES. INFORMES.,2018-11-06,141763,MSP*
1,9964,VIOLENCIA GÉNERO HACIA MUJERES. OBSERVATORIO. INTEGRACIÓN. INFORMES,2018-10-03,141437,OPP*
2,9964,VIOLENCIA GENERO HACIA MUJERES. LEY Nº 19.580. APLICACIÓN. INFORMES.,2018-10-02,141439,INSTITUTO NACIONAL MUJERES
3,9964,ASENTAMIENTOS IRREGULARES SALTO (DPTO). NECESIDADES HABITACIONALES. INFORMES.,2018-09-13,141236,MVOTMA*
4,9964,EXPLORACION HIDROCARBUROS. PERFORACIONES SALTO Y PAYSANDU (DPTOS). INFORMES.,2018-09-04,141122,MVOTMA*
5,9964,INVERSIONES SALTO (DPTO).  PLANES Y PROYECTOS. INFORMES.,2018-07-31,140640,OPP*
6,9964,DATOS ESTADISTICOS SALTO (DPTO). POBLACION. INFORMES.,2018-07-31,140642,OPP*
7,9964,HOGARES ANCIANOS SALTO (DPTO). POBLACION SANIDAD. INFORMES.,2018-07-31,140644,MSP*
8,9964,DESEMPLEO Y SEGURO DESOCUPACION SALTO (DPTO). PERIODO 2013-2018. AUMENTO. INFORMES.,2018-04-17,139311,MTSS*
9,9964,COMBUSTIBLE. DERRAMES. CONSECUENCIAS MEDIO AMBIENTE. INFORMES.,2018-02-08,138396,MVOTMA*
10,9964,CHIP CANINO. COLOCACION. OBLIGATORIEDAD. FUNDAMENTACION. INFORMES.,2017-10-03,136844,MGAP*
11,9964,"RUTAS NACIONALES 4, 26, 30 Y 31. OBRAS (2005 - 2016). INVERSIÓN. INFORMES.",2017-05-11,134807,MTOP*
12,9964,MIDES. SALTO (DEPTO). PLANES SOCIALES. 2012-2016. INFORMES.,2017-04-25,134520,MIDES*
13,9964,CANASTAS ALIMENTARIAS INDA. ATRASO ENTREGA SALTO (DPTO). INFORMES.,2016-10-17,131251,MIDES*
14,9964,BACHILLERATO AGRARIO SAN ANTONIO (SALTO). SITUACION LOCATIVA. INFORMES.,2016-09-06,131448,MEC*
15,9964,VIOLACION E INCESTO RIVERA (DPTO). ACTUACION INAU. INFORMES.,2016-07-27,130908,MIDES*
16,9964,PROCESAMIENTOS 2006-2016. MODIFICACION CODIGO PENAL. INFORMES.,2016-07-27,130916,SUPREMA CORTE JUSTICIA
17,9964,INSTITUTO NACIONAL CIEGOS GENERAL ARTIGAS. DISOLUCION. INFORMES.,2016-07-13,130768,MIDES*
18,9964,DELITOS CONTRA MENORES. PREVENCIÓN. MECANISMOS. INFORMES.,2016-07-06,130648,MIDES*
19,9964,CAMPAÑA VACUNACION GRIPE H1N1. CANTIDAD DOSIS. INFORMES.,2016-06-01,129985,MSP*
20,9964,"AMBULANCIAS, CHOFERES Y POLICLINICAS RURALES ASSE SALTO (DPTO).  INFORMES.",2016-05-03,129383,MSP*
21,9964,CENTROS MENORES INFRACTORES. CONSTRUCCION O REPARACION. DETALLES.INFORMES.,2016-03-08,128562,MIDES*
22,9964,INFRAESTRUCTURA AFECTADA EMERGENCIA CLIMATICA E INUNDACIONES SALTO (DPTO). PAGOS OPP A INTENDENCIA. INFORMES.,2016-03-06,128939,OPP*
23,9964,SALTO (INTENDENCIA). ENERGIA ELECTRICA CONSUMO PERIODO DICIEMBRE 2014-SETIEMBRE 2015. INFORMES.,2015-10-11,126907,MIEM*
24,9964,HOGARES ANCIANOS SALTO (DPTO). CANTIDAD Y HABILITACION. INFORMES.,2015-03-17,123753,MSP*
25,9964,HOGARES ANCIANOS SALTO (DPTO). CANTIDAD Y HABILITACION. INFORMES.,2015-03-17,123753,MIDES*
26,9964,BPS. JUBILACIONES Y PENSIONES TRAMITADAS SALTO (DPTO). IRREGULARIDADES. INVESTIGACION. INFORMES.,2015-03-10,123596,MTSS*
