,id_comision,id_senador,fecha_reunion,citacion,falta_con_aviso,falta_sin_aviso,licencia,otras_comisiones
0,1145,7751,2017-06-22,1,1,0,0,0
1,1145,7751,2017-06-29,1,0,0,0,0
2,1145,7751,2017-07-04,1,0,0,0,0
3,1145,7751,2017-07-05,1,0,0,0,0
4,1145,7751,2017-07-06,1,0,0,0,0
5,1145,7751,2017-07-07,1,0,0,0,0
6,1145,7751,2017-07-11,1,0,0,0,0
7,1145,7751,2017-07-12,1,0,0,0,0
8,1145,7751,2017-07-13,1,0,0,0,0
9,1145,7751,2017-07-19,1,0,0,0,0
10,1145,7751,2017-07-20,1,0,0,0,0
11,1145,7751,2017-07-25,1,0,0,0,0
12,1145,7751,2017-07-26,1,0,0,0,0
13,1145,7751,2017-07-27,1,0,0,0,0
14,1145,7751,2017-07-28,1,0,0,0,0
