,id_comision,id_senador,fecha_reunion,citacion,falta_con_aviso,falta_sin_aviso,licencia,otras_comisiones
0,312,8458,2015-04-14,1,0,0,0,0
1,312,8458,2015-06-18,1,0,0,0,0
2,312,8458,2015-07-30,1,0,0,0,0
3,312,8458,2015-10-01,1,0,0,0,0
4,312,8458,2015-10-08,1,0,0,0,0
5,312,8458,2015-11-03,1,0,0,0,0
6,312,8458,2015-12-10,1,0,0,0,0
7,312,8458,2016-05-05,1,0,0,0,0
8,312,8458,2016-06-02,1,0,0,0,0
9,312,8458,2016-06-09,1,1,0,0,0
10,312,8458,2016-07-14,1,0,0,0,0
11,312,8458,2016-12-08,1,0,0,0,0
12,312,8458,2017-08-03,1,0,0,0,0
13,312,8458,2017-08-10,1,0,0,0,0
14,312,8458,2018-07-05,1,1,0,0,0
15,312,8458,2018-10-04,1,1,0,0,0
16,312,8458,2018-11-01,1,0,0,0,0
