,id_ficha,fecha,cuerpo,estado,tipo_ref,ref_id
0,139089,2018-04-03,CSS,ENTRADA,,
1,139089,2018-04-03,CSS,ENTRADA,COMISION,311.0
2,139089,2018-10-09,CSS,TRATAMIENTO,COMISION,311.0
3,139089,2018-10-23,CSS,TRATAMIENTO,COMISION,311.0
4,139089,2018-10-30,CSS,TRATAMIENTO,COMISION,311.0
5,139089,2018-11-06,CSS,TRATAMIENTO,COMISION,311.0
6,139089,2018-11-13,CSS,APRUEBA,COMISION,311.0
7,139089,2018-11-27,CSS,APRUEBA,COMISION,311.0
8,139089,2018-12-04,CSS,APRUEBA,,
9,139089,2018-12-05,CRR,ENTRADA,,
10,139089,2018-12-05,CRR,ENTRADA,COMISION,75.0
11,139089,2019-02-20,CRR,TRATAMIENTO,COMISION,75.0
12,139089,2019-04-02,CRR,TRATAMIENTO,COMISION,75.0
