,id_comision,id_senador,fecha_reunion,citacion,falta_con_aviso,falta_sin_aviso,licencia,otras_comisiones
0,1122,277,2016-08-03,1,0,0,0,0
1,1122,277,2016-08-08,1,0,0,0,0
2,1122,277,2016-10-03,1,0,0,0,0
3,1122,277,2016-10-24,1,0,0,0,0
4,1122,277,2016-11-07,1,0,0,0,0
5,1122,277,2016-12-12,1,0,0,0,0
6,1122,277,2017-04-03,1,0,0,0,0
7,1122,277,2017-06-05,1,0,0,0,0
8,1122,277,2017-06-12,1,0,0,0,0
9,1122,277,2017-07-03,1,0,0,0,0
10,1122,277,2017-07-10,1,0,0,0,0
11,1122,277,2017-10-02,1,0,0,0,0
12,1122,277,2017-10-09,1,1,0,0,0
