,id_comision,id_senador,fecha_reunion,citacion,falta_con_aviso,falta_sin_aviso,licencia,otras_comisiones
0,311,2743,2015-04-14,1,0,0,0,0
1,311,2743,2015-05-12,1,0,0,0,0
2,311,2743,2015-05-19,1,0,0,0,0
3,311,2743,2017-09-19,1,0,0,0,0
4,311,2743,2017-11-14,1,0,0,0,0
5,311,2743,2018-03-13,1,0,0,0,0
6,311,2743,2018-04-10,1,0,0,0,0
7,311,2743,2018-04-24,1,0,0,0,0
8,311,2743,2018-05-22,1,0,0,0,0
9,311,2743,2018-05-24,1,0,0,0,0
10,311,2743,2018-05-29,1,0,0,0,0
11,311,2743,2018-06-05,1,0,0,0,0
12,311,2743,2019-04-02,1,0,0,0,0
