,id_ficha,fecha,cuerpo,estado,tipo_ref,ref_id
0,132655,2016-11-14,CSS,ENTRADA,,
1,132655,2016-11-15,CSS,ENTRADA,COMISION,1122.0
2,132655,2017-04-03,CSS,TRATAMIENTO,COMISION,1122.0
3,132655,2017-05-08,CSS,TRATAMIENTO,COMISION,1122.0
4,132655,2017-06-05,CSS,TRATAMIENTO,COMISION,1122.0
5,132655,2017-06-12,CSS,TRATAMIENTO,COMISION,1122.0
6,132655,2017-07-03,CSS,TRATAMIENTO,COMISION,1122.0
7,132655,2017-07-10,CSS,TRATAMIENTO,COMISION,1122.0
8,132655,2017-10-02,CSS,TRATAMIENTO,COMISION,1122.0
9,132655,2017-10-09,CSS,TRATAMIENTO,COMISION,1122.0
10,132655,2017-10-23,CSS,TRATAMIENTO,COMISION,1122.0
