,id_ficha,fecha,cuerpo,estado,tipo_ref,ref_id
0,125010,2015-06-16,CSS,ENTRADA,,
1,125010,2015-06-17,CSS,ENTRADA,COMISION,418.0
2,125010,2016-08-02,CSS,TRATAMIENTO,COMISION,418.0
3,125010,2016-10-04,CSS,TRATAMIENTO,COMISION,418.0
4,125010,2016-11-01,CSS,TRATAMIENTO,COMISION,418.0
5,125010,2017-05-09,CSS,TRATAMIENTO,COMISION,418.0
6,125010,2018-04-17,CSS,APRUEBA,COMISION,418.0
7,125010,2018-05-09,CSS,APRUEBA,,
8,125010,2018-05-15,CRR,ENTRADA,,
9,125010,2018-05-15,CRR,ENTRADA,COMISION,65.0
10,125010,2018-12-05,CRR,TRATAMIENTO,COMISION,65.0
11,125010,2018-12-05,CRR,APRUEBA,COMISION,65.0
12,125010,2018-12-12,CRR,APRUEBA,,
13,125010,2018-12-21,P.E.,APRUEBA,LEY,19725.0
