,id_ficha,fecha,cuerpo,estado,tipo_ref,ref_id
0,137300,2017-11-01,CSS,ENTRADA,,
1,137300,2017-11-01,CSS,ENTRADA,COMISION,311.0
2,137300,2017-12-05,CSS,TRATAMIENTO,COMISION,311.0
3,137300,2017-12-19,CSS,TRATAMIENTO,COMISION,311.0
4,137300,2018-04-17,CSS,TRATAMIENTO,COMISION,311.0
5,137300,2018-04-24,CSS,TRATAMIENTO,COMISION,311.0
6,137300,2018-05-08,CSS,APRUEBA,COMISION,311.0
7,137300,2018-05-16,CSS,APRUEBA,,
8,137300,2018-06-05,CRR,ENTRADA,,
9,137300,2018-06-05,CRR,ENTRADA,COMISION,210.0
10,137300,2018-12-05,CRR,APRUEBA,COMISION,210.0
