,id_ficha,fecha,cuerpo,estado,tipo_ref,ref_id
0,136614,2017-09-12,CRR,ENTRADA,,
1,136614,2017-09-12,CRR,ENTRADA,COMISION,210.0
2,136614,2017-09-13,CRR,APRUEBA,COMISION,210.0
3,136614,2017-11-14,CRR,APRUEBA,,
4,136614,2017-11-16,CSS,ENTRADA,,
5,136614,2017-11-22,CSS,ENTRADA,COMISION,927.0
6,136614,2017-12-04,CSS,TRATAMIENTO,COMISION,927.0
7,136614,2017-12-18,CSS,APRUEBA,COMISION,927.0
8,136614,2018-03-12,CSS,TRATAMIENTO,COMISION,927.0
9,136614,2018-04-02,CSS,TRATAMIENTO,COMISION,927.0
10,136614,2018-04-09,CSS,TRATAMIENTO,COMISION,927.0
11,136614,2018-04-16,CSS,TRATAMIENTO,COMISION,927.0
12,136614,2018-04-16,CSS,APRUEBA,COMISION,927.0
13,136614,2018-06-04,CSS,TRATAMIENTO,COMISION,927.0
14,136614,2018-07-09,CSS,APRUEBA,COMISION,927.0
15,136614,2018-08-06,CSS,TRATAMIENTO,COMISION,927.0
