,id_ficha,fecha,cuerpo,estado,tipo_ref,ref_id
0,125293,2015-07-01,CSS,ENTRADA,,
1,125293,2015-07-07,CSS,ENTRADA,COMISION,418.0
2,125293,2015-07-14,CSS,TRATAMIENTO,COMISION,418.0
3,125293,2015-07-21,CSS,TRATAMIENTO,COMISION,418.0
4,125293,2015-08-11,CSS,TRATAMIENTO,COMISION,418.0
5,125293,2015-08-18,CSS,TRATAMIENTO,COMISION,418.0
6,125293,2015-09-01,CSS,TRATAMIENTO,COMISION,418.0
7,125293,2015-09-08,CSS,TRATAMIENTO,COMISION,418.0
8,125293,2015-09-08,CSS,APRUEBA,COMISION,418.0
9,125293,2015-10-07,CSS,APRUEBA,,
10,125293,2015-11-03,CRR,ENTRADA,,
11,125293,2015-11-03,CRR,ENTRADA,COMISION,65.0
12,125293,2017-05-03,CRR,TRATAMIENTO,COMISION,65.0
13,125293,2017-09-06,CRR,TRATAMIENTO,COMISION,65.0
14,125293,2017-10-11,CRR,TRATAMIENTO,COMISION,65.0
15,125293,2017-10-18,CRR,TRATAMIENTO,COMISION,65.0
16,125293,2017-11-08,CRR,TRATAMIENTO,COMISION,65.0
17,125293,2017-12-13,CRR,TRATAMIENTO,COMISION,65.0
18,125293,2018-11-14,CRR,TRATAMIENTO,COMISION,65.0
19,125293,2018-12-05,CRR,TRATAMIENTO,COMISION,65.0
20,125293,2019-04-03,CRR,TRATAMIENTO,COMISION,65.0
