,id_ficha,fecha,cuerpo,estado,tipo_ref,ref_id
0,133923,2017-03-28,CRR,APRUEBA,,
1,133923,2017-06-05,CRR,TRATAMIENTO,COMISION,1138.0
2,133923,2017-06-12,CRR,TRATAMIENTO,COMISION,1138.0
3,133923,2017-07-03,CRR,TRATAMIENTO,COMISION,1138.0
4,133923,2017-07-10,CRR,TRATAMIENTO,COMISION,1138.0
5,133923,2017-08-07,CRR,TRATAMIENTO,COMISION,1138.0
6,133923,2017-08-28,CRR,TRATAMIENTO,COMISION,1138.0
7,133923,2017-09-11,CRR,TRATAMIENTO,COMISION,1138.0
8,133923,2017-10-02,CRR,TRATAMIENTO,COMISION,1138.0
9,133923,2017-10-09,CRR,TRATAMIENTO,COMISION,1138.0
10,133923,2017-10-23,CRR,TRATAMIENTO,COMISION,1138.0
11,133923,2017-10-30,CRR,TRATAMIENTO,COMISION,1138.0
12,133923,2017-11-06,CRR,TRATAMIENTO,COMISION,1138.0
13,133923,2017-11-13,CRR,TRATAMIENTO,COMISION,1138.0
14,133923,2017-11-20,CRR,TRATAMIENTO,COMISION,1138.0
15,133923,2017-11-27,CRR,TRATAMIENTO,COMISION,1138.0
16,133923,2018-02-19,CRR,TRATAMIENTO,COMISION,1138.0
17,133923,2018-02-20,CRR,TRATAMIENTO,COMISION,1138.0
18,133923,2018-02-26,CRR,TRATAMIENTO,COMISION,1138.0
19,133923,2018-02-27,CRR,TRATAMIENTO,COMISION,1138.0
20,133923,2018-03-19,CRR,TRATAMIENTO,COMISION,1138.0
21,133923,2018-04-02,CRR,TRATAMIENTO,COMISION,1138.0
22,133923,2018-04-09,CRR,TRATAMIENTO,COMISION,1138.0
23,133923,2018-04-16,CRR,TRATAMIENTO,COMISION,1138.0
24,133923,2018-08-06,CRR,TRATAMIENTO,COMISION,1138.0
25,133923,2018-12-27,CRR,APRUEBA,,
