,id_ficha,fecha,cuerpo,estado,tipo_ref,ref_id
0,136900,2017-10-03,CRR,ENTRADA,,
1,136900,2017-10-03,CRR,ENTRADA,COMISION,75.0
2,136900,2017-12-06,CRR,TRATAMIENTO,COMISION,75.0
3,136900,2017-12-13,CRR,APRUEBA,COMISION,75.0
4,136900,2017-12-20,CRR,APRUEBA,,
5,136900,2017-12-21,CSS,ENTRADA,,
6,136900,2017-12-21,CSS,ENTRADA,COMISION,311.0
7,136900,2018-07-17,CSS,TRATAMIENTO,COMISION,311.0
8,136900,2018-07-24,CSS,APRUEBA,COMISION,311.0
9,136900,2018-08-07,CSS,APRUEBA,,
10,136900,2018-08-17,P.E.,APRUEBA,LEY,19654.0
