,id_ficha,fecha,cuerpo,estado,tipo_ref,ref_id
0,134536,2017-04-26,CSS,ENTRADA,,
1,134536,2017-04-26,CSS,ENTRADA,COMISION,311.0
2,134536,2017-05-02,CSS,TRATAMIENTO,COMISION,311.0
3,134536,2017-05-23,CSS,TRATAMIENTO,COMISION,311.0
4,134536,2017-06-06,CSS,APRUEBA,COMISION,311.0
5,134536,2017-06-14,CSS,APRUEBA,,
6,134536,2017-06-22,CRR,ENTRADA,,
7,134536,2017-06-22,CRR,ENTRADA,COMISION,75.0
8,134536,2017-08-23,CRR,TRATAMIENTO,COMISION,75.0
9,134536,2017-09-20,CRR,TRATAMIENTO,COMISION,75.0
10,134536,2017-09-27,CRR,APRUEBA,COMISION,75.0
11,134536,2017-10-10,CSS,ENTRADA,COMISION,311.0
12,134536,2017-10-10,CSS,APRUEBA,COMISION,311.0
13,134536,2017-10-11,CSS,APRUEBA,,
14,134536,2017-10-20,P.E.,APRUEBA,LEY,19544.0
