,id_ficha,fecha,cuerpo,estado,tipo_ref,ref_id
0,125018,2015-06-16,CSS,ENTRADA,,
1,125018,2015-06-17,CSS,ENTRADA,COMISION,311.0
2,125018,2015-07-21,CSS,TRATAMIENTO,COMISION,311.0
3,125018,2015-07-28,CSS,TRATAMIENTO,COMISION,311.0
4,125018,2015-08-11,CSS,TRATAMIENTO,COMISION,311.0
5,125018,2015-09-15,CSS,APRUEBA,COMISION,311.0
6,125018,2015-10-06,CSS,TRATAMIENTO,COMISION,311.0
7,125018,2015-10-13,CSS,APRUEBA,,
8,125018,2015-11-03,CRR,ENTRADA,,
9,125018,2015-11-03,CRR,ENTRADA,COMISION,75.0
10,125018,2015-12-09,CRR,TRATAMIENTO,COMISION,75.0
11,125018,2015-12-09,CRR,APRUEBA,COMISION,75.0
12,125018,2015-12-21,CRR,APRUEBA,,
13,125018,2015-12-31,P.E.,APRUEBA,LEY,19362.0
