,id_senador,titulo,fecha_entrada,id_ficha,organismo
0,6900,SUMINISTRO SERVICIOS. DIAGNÓSTICO INTERVENCIONISMO ENDOVASCULAR. LICITACIÓN. INFORMES.,2019-04-03,143137,MINISTERIO INTERIOR
1,6900,SUMINISTRO SERVICIOS. DIAGNÓSTICO INTERVENCIONISMO ENDOVASCULAR. LICITACIÓN. INFORMES.,2019-04-03,143137,ASSE*
2,6900,SUMINISTRO SERVICIOS. DIAGNÓSTICO INTERVENCIONISMO ENDOVASCULAR. LICITACIÓN. INFORMES.,2019-04-03,143137,MEC*
3,6900,SUMINISTRO SERVICIOS. DIAGNÓSTICO INTERVENCIONISMO ENDOVASCULAR. LICITACIÓN. INFORMES.,2019-04-03,143137,MSP*
4,6900,SUMINISTRO SERVICIOS. DIAGNÓSTICO INTERVENCIONISMO ENDOVASCULAR. LICITACIÓN. INFORMES.,2019-04-03,143137,HOSPITAL CLINICAS DR. MANUEL QUINTELA
5,6900,ARROYO LAS VACAS CARMELO (COLONIA). BUQUES ABANDONADOS. SITUACIÓN. INFORMES.,2018-12-17,142247,DINAMA*
6,6900,ARROYO LAS VACAS CARMELO (COLONIA). BUQUES ABANDONADOS. SITUACIÓN. INFORMES.,2018-12-17,142209,PNN*
7,6900,ARROYO LAS VACAS CARMELO (COLONIA). BUQUES ABANDONADOS. SITUACIÓN. INFORMES.,2018-12-17,142246,MTOP*
8,6900,"COMISIÓN APOYO HOSPITAL MACIEL. INTEGRACIÓN. COMETIDOS Y RECURSOS. EJECUCIÓN PRESUPUESTAL, RENDICIÓN CUENTAS Y CONTROLES. INFORMES.",2018-10-04,141472,ASSE*
9,6900,"COMISIÓN APOYO HOSPITAL MACIEL. INTEGRACIÓN. COMETIDOS Y RECURSOS. EJECUCIÓN PRESUPUESTAL, RENDICIÓN CUENTAS Y CONTROLES. INFORMES.",2018-10-04,141472,MSP*
10,6900,ACCIDENTES CEREBRO VASCULARES. URUGUAY. ESTADISTICAS. INFORMES.,2018-09-24,141349,MSP*
11,6900,"ARMAS FUEGO, MUNICIONES, EXPLOSIVOS Y OTROS. TENENCIA. REGULARIZACIÓN (LEY 19.247). INFORMES.",2018-06-05,139961,MDN*
12,6900,"ARMAS FUEGO, MUNICIONES, EXPLOSIVOS Y OTROS. TENENCIA. REGULARIZACIÓN (LEY Nº 19.247). INFORMES.",2018-06-05,139963,MINISTERIO INTERIOR
13,6900,RAIGÓN (SAN JOSÉ). ESCUELA AGRARIA. CURSOS EDUCACIÓN MEDIA TECNOLÓGICA. DISCONTINUACION. INFORMES.,2018-05-15,139701,CETP*
14,6900,GANADO BOVINO. EXPORTACIÓN ISRAEL. FAENA. NORMAS. INFORMES.,2018-05-03,139536,MGAP*
15,6900,ANGIOGRAFO DIGITAL NEURO VASCULAR. HOSPITAL MACIEL. INSTALACIÓN. LICITACIÓN. INFORMES.,2017-12-14,137934,ASSE*
16,6900,FACULTAD CIENCIAS. INVESTIGACIÓN Y CAPACITACIÓN EN EL EXTERIOR. PERSONAL AFECTADO. LICENCIAS CONCEDIDAS. INFORMES.,2017-11-14,137551,FACULTAD CIENCIAS
17,6900,ENERGIA ELECTRICA SAN JOSE (INTENDENCIA). CONSUMO Y RECAUDACION 2016-2017. INFORMES.,2017-10-19,137166,UTE*
18,6900,AUTOMÓVLES. TALLERES MECÁNICOS. CATEGORIZACIÓN. INFORMES.,2017-10-03,136928,BSE*
19,6900,MISIONES PAZ ONU. FUERZAS ARMADAS. PERSONAL AFECTADO. INGRESOS MONETARIOS. INFORMES.,2017-08-08,136174,MDN*
20,6900,FUNCIONARIOS POLICIALES. DERECHOS LABORALES. INFORMES.,2017-06-29,135486,MINISTERIO INTERIOR
21,6900,EMBARCACIONES PESCA ARTESANAL. PERMISOS PESCA. INFORMES.,2017-06-06,135138,MGAP*
22,6900,EMBARCACIONES PESCA ARTESANAL. PERMISOS PESCA. INFORMES.,2017-06-06,135138,DINARA*
23,6900,ESCUELA Nº 106. SAN JOSÉ DE MAYO (SAN JOSÉ). SITUACIÓN EDILICIA. INFORMES.,2017-03-13,133866,CODICEN* (ANEP)
24,6900,VIVIENDAS. MEVIR. ASPIRANTES. INSCRIPCION. REQUISITOS. INFORMES.,2017-03-13,133867,MVOTMA*
25,6900,BROU. PUBLICIDAD OFICIAL AÑO 2016. INFORMES.,2016-12-29,133367,BROU*
26,6900,"UTE, PEKSA Y COBRA INGENIERÍA S.A. MEMORÁNDUM. ENTENDIMIENTO. SUSCRIPCIÓN. INFORMES.",2016-09-13,131640,UTE*
27,6900,ZONAS FRANCAS.INFRACCIONES USUARIOS. INFORMES.,2016-06-14,130230,MEF*
28,6900,IMPUESTO PRIMARIA. RECAUDACIÓN. FUNCIONARIOS ENCARGADOS. INFORMES.,2016-04-12,129094,DGI*
29,6900,IMPUESTO PRIMARIA. RECAUDACIÓN. FUNCIONARIOS ENCARGADOS. INFORMES.,2016-04-12,129094,CODICEN* (ANEP)
30,6900,INC. PREDIOS. TRANSFERENCIA. INFORMES.,2016-03-16,128745,INC*
31,6900,CUENCA. RÍO SANTA LUCÍA. SISTEMA DE POTABILIZACIÓN. INFORMACIÓN.,2015-09-01,126323,OSE*
32,6900,TRANSPORTISTAS DE CARGA. SITUACIÓN ACTUAL. INFORMES.,2015-08-10,125868,MTOP*
33,6900,CENTRAL CICLO COMBINADO. CONSTRUCCIÓN Y OPERACIONES. EXTRACCIÓN AGUA. PERFORACIONES. INFORMES.,2015-07-16,125531,UTE*
34,6900,CENTRAL CICLO COMBINADO.CONSTRUCCIÓN. OPERACIÓN. EXTRACCIÓN DE AGUA. PERFORACIONES. INFORMES.,2015-07-16,125529,MVOTMA*
