,id_ficha,fecha,cuerpo,estado,tipo_ref,ref_id
0,125820,2015-08-05,CRR,ENTRADA,,
1,125820,2015-08-05,CRR,ENTRADA,COMISION,82.0
2,125820,2015-09-15,CRR,TRATAMIENTO,COMISION,82.0
3,125820,2015-10-05,CRR,TRATAMIENTO,COMISION,82.0
4,125820,2015-10-05,CRR,TRATAMIENTO,COMISION,82.0
5,125820,2016-05-03,CRR,TRATAMIENTO,COMISION,82.0
6,125820,2016-05-10,CRR,TRATAMIENTO,COMISION,82.0
7,125820,2016-06-07,CRR,TRATAMIENTO,COMISION,82.0
8,125820,2016-08-10,CRR,TRATAMIENTO,COMISION,82.0
9,125820,2016-08-16,CRR,TRATAMIENTO,COMISION,82.0
10,125820,2016-08-17,CRR,TRATAMIENTO,COMISION,82.0
11,125820,2016-10-04,CRR,TRATAMIENTO,COMISION,82.0
12,125820,2016-11-09,CRR,TRATAMIENTO,COMISION,82.0
13,125820,2016-11-15,CRR,TRATAMIENTO,COMISION,82.0
14,125820,2016-12-07,CRR,TRATAMIENTO,COMISION,82.0
15,125820,2017-05-17,CRR,TRATAMIENTO,COMISION,82.0
16,125820,2018-07-17,CRR,TRATAMIENTO,COMISION,82.0
17,125820,2018-09-12,CRR,TRATAMIENTO,COMISION,82.0
18,125820,2018-10-18,CRR,TRATAMIENTO,COMISION,82.0
