,id_senador,fecha,citado,asistencia,falta_con_aviso,faltas_sin_aviso,con_licencia,pasaje_presidencia
0,5137,2015-06-17,1,1,0,0,0,0
1,5137,2015-07-01,1,1,0,0,0,0
2,5137,2015-07-07,1,1,0,0,0,0
3,5137,2015-07-08,1,1,0,0,0,0
4,5137,2015-07-14,1,1,0,0,0,0
5,5137,2015-07-15,1,1,0,0,0,0
6,5137,2015-10-13,1,1,0,0,0,0
7,5137,2015-10-14,1,1,0,0,0,0
8,5137,2015-10-20,1,1,0,0,0,0
9,5137,2016-09-20,1,1,0,0,0,0
10,5137,2016-09-21,1,1,0,0,0,0
11,5137,2016-10-04,1,0,1,0,0,0
12,5137,2016-11-08,1,1,0,0,0,0
13,5137,2016-11-09,1,1,0,0,0,0
14,5137,2017-04-04,1,1,0,0,0,0
15,5137,2017-04-05,1,1,0,0,0,0
16,5137,2017-06-29,1,1,0,0,0,0
17,5137,2017-07-04,1,1,0,0,0,0
18,5137,2017-07-05,1,1,0,0,0,0
19,5137,2017-10-17,1,1,0,0,0,0
20,5137,2017-10-18,1,1,0,0,0,0
21,5137,2018-07-03,1,1,0,0,0,0
22,5137,2018-07-04,1,1,0,0,0,0
23,5137,2018-07-10,1,1,0,0,0,0
24,5137,2018-07-11,1,1,0,0,0,0
25,5137,2018-10-02,1,1,0,0,0,0
26,5137,2018-10-09,1,1,0,0,0,0
27,5137,2018-10-16,1,1,0,0,0,0
28,5137,2018-10-17,1,1,0,0,0,0
