,id_ficha,fecha,cuerpo,estado,tipo_ref,ref_id
0,129569,2016-05-10,CRR,ENTRADA,,
1,129569,2016-05-10,CRR,ENTRADA,COMISION,75.0
2,129569,2017-05-03,CRR,TRATAMIENTO,COMISION,75.0
3,129569,2017-05-24,CRR,TRATAMIENTO,COMISION,75.0
4,129569,2017-06-07,CRR,APRUEBA,COMISION,75.0
5,129569,2017-10-03,CRR,APRUEBA,,
6,129569,2017-10-06,CSS,ENTRADA,,
7,129569,2017-10-10,CSS,ENTRADA,COMISION,317.0
8,129569,2018-05-16,CSS,TRATAMIENTO,COMISION,317.0
9,129569,2018-05-16,CSS,APRUEBA,COMISION,317.0
10,129569,2018-06-06,CSS,APRUEBA,,
11,129569,2018-07-02,P.E.,APRUEBA,LEY,19626.0
