,id_ficha,fecha,cuerpo,estado,tipo_ref,ref_id
13,132929,2018-12-05,CSS,ENTRADA,COMISION,311.0
14,132929,2018-12-12,CSS,APRUEBA,,
15,132929,2018-12-21,P.E.,APRUEBA,LEY,19726.0
0,128971,2016-04-06,CSS,ENTRADA,,
1,128971,2016-04-12,CSS,ENTRADA,COMISION,311.0
0,137845,2017-12-06,CSS,ENTRADA,,
1,137845,2017-12-21,CSS,ENTRADA,COMISION,311.0
0,127303,2015-11-11,CRR,ENTRADA,COMISION,74.0
1,127303,2015-11-11,CRR,ENTRADA,,
2,127303,2015-11-11,CRR,APRUEBA,,
0,125058,2015-06-17,CSS,ENTRADA,,
1,125058,2015-07-01,CSS,ENTRADA,COMISION,347.0
0,131005,2016-08-02,CRR,ENTRADA,,
1,131005,2016-08-02,CRR,ENTRADA,COMISION,75.0
0,137474,2017-11-13,CSS,ENTRADA,,
1,137474,2017-11-14,CSS,ENTRADA,COMISION,315.0
0,137475,2017-11-13,CSS,ENTRADA,,
1,137475,2017-11-14,CSS,ENTRADA,COMISION,315.0
0,139316,2018-04-17,CRR,ENTRADA,,
1,139316,2018-04-17,CRR,ENTRADA,COMISION,82.0
0,134626,2017-05-02,CRR,ENTRADA,,
1,134626,2017-05-02,CRR,ENTRADA,COMISION,1092.0
2,134626,2017-05-15,CRR,TRATAMIENTO,COMISION,1092.0
0,139128,2018-04-04,CSS,ENTRADA,,
1,139128,2018-04-10,CSS,ENTRADA,COMISION,347.0
0,125515,2015-07-15,CRR,ENTRADA,,
1,125515,2015-07-15,CRR,ENTRADA,COMISION,73.0
0,130118,2016-06-07,CRR,ENTRADA,,
1,130118,2016-06-07,CRR,ENTRADA,COMISION,78.0
2,130118,2016-06-07,CRR,APRUEBA,,
3,130118,2016-06-08,CSS,ENTRADA,,
4,130118,2016-06-08,CSS,ENTRADA,COMISION,315.0
5,130118,2016-06-08,CSS,APRUEBA,,
6,130118,2016-06-13,P.E.,APRUEBA,LEY,19401.0
0,128970,2016-04-06,CSS,ENTRADA,,
1,128970,2016-04-12,CSS,ENTRADA,COMISION,311.0
0,134381,2017-04-18,CSS,ENTRADA,,
1,134381,2017-04-18,CSS,ENTRADA,COMISION,324.0
0,135672,2017-07-12,CSS,ENTRADA,,
1,135672,2017-07-12,CSS,ENTRADA,COMISION,311.0
2,135672,2017-12-19,CSS,TRATAMIENTO,COMISION,311.0
0,123986,2015-04-07,CSS,ENTRADA,,
1,123986,2015-04-07,CSS,APRUEBA,,
2,123986,2015-06-30,CSS,TRATAMIENTO,COMISION,1087.0
3,123986,2018-03-06,CSS,TRATAMIENTO,COMISION,1087.0
0,123992,2015-04-07,CSS,ENTRADA,,
1,123992,2015-04-07,CSS,APRUEBA,,
0,132647,2016-11-14,CSS,ENTRADA,,
1,132647,2016-11-15,CSS,ENTRADA,COMISION,311.0
2,132647,2016-12-14,CSS,APRUEBA,COMISION,311.0
3,132647,2016-12-21,CSS,APRUEBA,,
4,132647,2016-12-28,CRR,ENTRADA,,
5,132647,2016-12-28,CRR,ENTRADA,COMISION,75.0
6,132647,2018-06-13,CRR,APRUEBA,COMISION,75.0
7,132647,2018-08-08,CRR,APRUEBA,COMISION,75.0
8,132647,2018-09-24,CSS,ENTRADA,COMISION,311.0
9,132647,2018-10-16,CSS,APRUEBA,,
10,132647,2018-10-26,P.E.,APRUEBA,LEY,19679.0
0,126183,2015-08-26,CSS,ENTRADA,,
1,126183,2015-09-01,CSS,ENTRADA,COMISION,315.0
2,126183,2016-03-10,CSS,TRATAMIENTO,COMISION,315.0
3,126183,2016-03-17,CSS,TRATAMIENTO,COMISION,315.0
4,126183,2016-05-26,CSS,TRATAMIENTO,COMISION,315.0
5,126183,2017-03-09,CSS,TRATAMIENTO,COMISION,315.0
6,126183,2017-03-16,CSS,TRATAMIENTO,COMISION,315.0
0,134587,2017-04-28,CSS,ENTRADA,,
1,134587,2017-05-02,CSS,ENTRADA,COMISION,314.0
0,125677,2015-07-27,CSS,ENTRADA,,
1,125677,2015-08-04,CSS,ENTRADA,COMISION,322.0
2,125677,2015-08-18,CSS,APRUEBA,,
0,133767,2017-03-07,CRR,ENTRADA,,
1,133767,2017-03-07,CRR,ENTRADA,COMISION,210.0
0,141497,2018-10-09,CRR,ENTRADA,,
1,141497,2018-10-09,CRR,ENTRADA,COMISION,211.0
0,135458,2017-06-27,CSS,ENTRADA,,
1,135458,2017-06-29,CSS,APRUEBA,,
2,135458,2017-07-04,CRR,ENTRADA,,
3,135458,2017-07-04,CRR,ENTRADA,COMISION,75.0
4,135458,2017-07-05,CRR,APRUEBA,COMISION,75.0
5,135458,2017-07-05,CRR,APRUEBA,,
6,135458,2017-07-14,P.E.,APRUEBA,LEY,19510.0
0,134752,2017-05-09,CRR,ENTRADA,,
1,134752,2017-05-09,CRR,ENTRADA,COMISION,78.0
0,127931,2015-12-15,CSS,ENTRADA,,
1,127931,2015-12-15,CSS,ENTRADA,COMISION,311.0
0,137539,2017-11-14,CSS,ENTRADA,,
1,137539,2017-11-15,CSS,ENTRADA,COMISION,314.0
0,143045,2019-03-29,CRR,ENTRADA,,
1,143045,2019-03-29,CRR,ENTRADA,COMISION,1095.0
0,134583,2017-04-27,CSS,ENTRADA,,
1,134583,2017-05-09,CSS,APRUEBA,,
0,127299,2015-11-11,CSS,ENTRADA,,
1,127299,2015-11-17,CSS,ENTRADA,COMISION,347.0
2,127299,2017-07-04,CSS,APRUEBA,COMISION,347.0
3,127299,2017-07-11,CSS,APRUEBA,,
4,127299,2017-07-24,CRR,ENTRADA,,
5,127299,2017-07-24,CRR,ENTRADA,COMISION,218.0
6,127299,2018-07-11,CRR,TRATAMIENTO,COMISION,218.0
7,127299,2018-09-04,CRR,TRATAMIENTO,COMISION,218.0
8,127299,2018-09-18,CRR,TRATAMIENTO,COMISION,218.0
9,127299,2018-11-14,CRR,APRUEBA,COMISION,218.0
10,127299,2018-12-04,CRR,APRUEBA,COMISION,218.0
0,138434,2018-02-19,CSS,ENTRADA,,
1,138434,2018-02-21,CSS,ENTRADA,COMISION,311.0
0,127266,2015-11-10,CRR,ENTRADA,,
1,127266,2015-11-10,CRR,ENTRADA,COMISION,218.0
0,124753,2015-06-01,CRR,ENTRADA,,
1,124753,2015-06-01,CRR,ENTRADA,COMISION,218.0
2,124753,2017-09-05,CRR,TRATAMIENTO,COMISION,218.0
0,128974,2016-04-06,CSS,ENTRADA,,
1,128974,2016-04-12,CSS,ENTRADA,COMISION,321.0
2,128974,2016-06-06,CSS,TRATAMIENTO,COMISION,321.0
3,128974,2017-03-06,CSS,TRATAMIENTO,COMISION,321.0
0,128592,2016-03-08,CSS,ENTRADA,,
1,128592,2016-03-09,CSS,ENTRADA,COMISION,314.0
0,129868,2016-05-18,CSS,ENTRADA,,
1,129868,2016-05-18,CSS,APRUEBA,,
2,129868,2016-08-03,CSS,TRATAMIENTO,COMISION,1122.0
3,129868,2016-08-08,CSS,TRATAMIENTO,COMISION,1122.0
0,127676,2015-12-01,CRR,ENTRADA,,
1,127676,2015-12-01,CRR,ENTRADA,COMISION,75.0
0,131029,2016-08-03,CSS,ENTRADA,,
1,131029,2016-08-03,CSS,ENTRADA,COMISION,336.0
2,131029,2018-07-05,CSS,TRATAMIENTO,COMISION,336.0
3,131029,2018-08-16,CSS,TRATAMIENTO,COMISION,336.0
4,131029,2018-10-04,CSS,TRATAMIENTO,COMISION,336.0
5,131029,2018-10-11,CSS,TRATAMIENTO,COMISION,336.0
6,131029,2018-10-18,CSS,TRATAMIENTO,COMISION,336.0
7,131029,2018-11-01,CSS,APRUEBA,COMISION,336.0
8,131029,2018-11-06,CSS,APRUEBA,,
9,131029,2018-11-07,CRR,ENTRADA,,
10,131029,2018-11-07,CRR,ENTRADA,COMISION,212.0
11,131029,2018-11-13,CRR,TRATAMIENTO,COMISION,212.0
12,131029,2018-12-05,CRR,TRATAMIENTO,COMISION,212.0
13,131029,2018-12-05,CRR,APRUEBA,COMISION,212.0
14,131029,2018-12-11,CRR,APRUEBA,,
15,131029,2018-12-21,P.E.,APRUEBA,LEY,19717.0
0,127893,2015-12-15,CSS,ENTRADA,,
1,127893,2015-12-15,CSS,ENTRADA,COMISION,322.0
2,127893,2015-12-16,CSS,TRATAMIENTO,COMISION,322.0
3,127893,2016-02-02,CSS,TRATAMIENTO,COMISION,322.0
4,127893,2016-02-02,CSS,APRUEBA,COMISION,322.0
5,127893,2016-02-03,CSS,APRUEBA,,
0,131983,2016-10-06,CSS,ENTRADA,,
1,131983,2016-10-11,CSS,ENTRADA,COMISION,317.0
0,140834,2018-08-15,CSS,ENTRADA,,
1,140834,2018-08-15,CSS,ENTRADA,COMISION,311.0
2,140834,2018-11-20,CSS,TRATAMIENTO,COMISION,311.0
3,140834,2018-11-27,CSS,TRATAMIENTO,COMISION,311.0
4,140834,2018-12-04,CSS,APRUEBA,COMISION,311.0
5,140834,2018-12-12,CSS,APRUEBA,,
6,140834,2018-12-14,CRR,ENTRADA,,
7,140834,2018-12-14,CRR,ENTRADA,COMISION,75.0
8,140834,2018-12-20,CRR,APRUEBA,,
9,140834,2018-12-28,P.E.,APRUEBA,LEY,19733.0
0,127677,2015-12-01,CRR,ENTRADA,,
1,127677,2015-12-01,CRR,ENTRADA,COMISION,75.0
2,127677,2018-10-31,CRR,TRATAMIENTO,COMISION,75.0
3,127677,2018-11-14,CRR,TRATAMIENTO,COMISION,75.0
4,127677,2018-11-28,CRR,TRATAMIENTO,COMISION,75.0
5,127677,2018-12-12,CRR,TRATAMIENTO,COMISION,75.0
0,135267,2017-06-13,CSS,ENTRADA,,
1,135267,2017-06-15,CSS,TRATAMIENTO,COMISION,1144.0
2,135267,2017-06-21,CSS,APRUEBA,,
0,137470,2017-11-13,CSS,ENTRADA,,
1,137470,2017-11-14,CSS,ENTRADA,COMISION,311.0
0,140161,2018-06-14,CSS,ENTRADA,,
1,140161,2018-06-21,CSS,APRUEBA,,
2,140161,2018-06-26,CRR,ENTRADA,,
3,140161,2018-06-26,CRR,ENTRADA,COMISION,82.0
4,140161,2018-06-26,CRR,APRUEBA,,
5,140161,2018-07-02,P.E.,APRUEBA,LEY,19634.0
0,135298,2017-06-15,CSS,ENTRADA,,
1,135298,2017-06-21,CSS,ENTRADA,COMISION,314.0
0,130647,2016-07-06,CSS,ENTRADA,,
1,130647,2016-07-13,CSS,ENTRADA,COMISION,945.0
0,128975,2016-04-06,CSS,ENTRADA,,
1,128975,2016-04-12,CSS,ENTRADA,COMISION,311.0
0,137855,2017-12-06,CRR,ENTRADA,,
1,137855,2017-12-06,CRR,ENTRADA,COMISION,73.0
2,137855,2017-12-06,CRR,APRUEBA,,
0,125289,2015-07-01,CSS,ENTRADA,,
1,125289,2015-07-07,CSS,ENTRADA,COMISION,314.0
2,125289,2015-08-06,CSS,TRATAMIENTO,COMISION,314.0
3,125289,2015-08-13,CSS,TRATAMIENTO,COMISION,314.0
0,137048,2017-10-10,CSS,ENTRADA,,
1,137048,2017-10-10,CSS,ENTRADA,COMISION,314.0
2,137048,2017-11-09,CSS,TRATAMIENTO,COMISION,314.0
3,137048,2018-03-15,CSS,APRUEBA,COMISION,314.0
4,137048,2018-04-03,CSS,APRUEBA,,
5,137048,2018-04-04,CRR,ENTRADA,,
6,137048,2018-04-04,CRR,ENTRADA,COMISION,82.0
0,141848,2018-11-14,CSS,ENTRADA,,
1,141848,2018-11-14,CSS,ENTRADA,COMISION,945.0
0,130280,2016-06-15,CSS,ENTRADA,,
1,130280,2016-06-15,CSS,ENTRADA,COMISION,317.0
2,130280,2017-07-12,CRR,APRUEBA,COMISION,211.0
0,127930,2015-12-15,CSS,ENTRADA,,
1,127930,2015-12-15,CSS,ENTRADA,COMISION,311.0
2,127930,2015-12-15,CSS,APRUEBA,,
0,140003,2018-06-05,CRR,ENTRADA,,
1,140003,2018-06-05,CRR,ENTRADA,COMISION,218.0
0,132481,2016-11-01,CSS,ENTRADA,,
1,132481,2016-11-08,CSS,ENTRADA,COMISION,347.0
2,132481,2017-03-07,CSS,APRUEBA,COMISION,347.0
3,132481,2017-03-14,CSS,APRUEBA,,
4,132481,2017-03-28,CRR,ENTRADA,,
5,132481,2017-03-28,CRR,ENTRADA,COMISION,218.0
6,132481,2018-10-02,CRR,APRUEBA,,
7,132481,2018-10-12,P.E.,APRUEBA,LEY,19669.0
0,131177,2016-08-11,CRR,ENTRADA,,
1,131177,2016-08-11,CRR,ENTRADA,COMISION,211.0
0,134769,2017-05-10,CRR,ENTRADA,,
1,134769,2017-05-10,CRR,ENTRADA,COMISION,220.0
2,134769,2017-08-16,CRR,TRATAMIENTO,COMISION,220.0
3,134769,2017-09-06,CRR,TRATAMIENTO,COMISION,220.0
0,131639,2016-09-13,CSS,ENTRADA,,
1,131639,2016-09-13,CSS,ENTRADA,COMISION,315.0
2,131639,2016-09-14,CSS,APRUEBA,,
3,131639,2016-09-26,CRR,ENTRADA,,
4,131639,2016-09-26,CRR,ENTRADA,COMISION,84.0
5,131639,2016-09-27,CRR,APRUEBA,COMISION,84.0
6,131639,2016-10-18,CRR,APRUEBA,,
7,131639,2016-10-28,P.E.,APRUEBA,LEY,19445.0
0,143046,2019-03-29,CRR,ENTRADA,,
1,143046,2019-03-29,CRR,ENTRADA,COMISION,211.0
0,137937,2017-12-14,CRR,ENTRADA,,
1,137937,2017-12-14,CRR,ENTRADA,COMISION,78.0
2,137937,2018-04-11,CRR,TRATAMIENTO,COMISION,78.0
3,137937,2018-04-18,CRR,TRATAMIENTO,COMISION,78.0
0,130719,2016-07-12,CSS,ENTRADA,,
1,130719,2016-07-13,CSS,ENTRADA,COMISION,324.0
0,127265,2015-11-10,CRR,ENTRADA,,
1,127265,2015-11-10,CRR,ENTRADA,COMISION,73.0
0,135675,2017-07-12,CSS,ENTRADA,,
1,135675,2017-07-12,CSS,ENTRADA,COMISION,322.0
2,135675,2017-07-19,CSS,TRATAMIENTO,COMISION,322.0
3,135675,2017-07-25,CSS,APRUEBA,COMISION,322.0
4,135675,2017-07-26,CSS,APRUEBA,,
0,132654,2016-11-14,CSS,ENTRADA,,
1,132654,2016-11-15,CSS,ENTRADA,COMISION,314.0
0,128977,2016-04-06,CSS,ENTRADA,,
1,128977,2016-04-12,CSS,ENTRADA,COMISION,311.0
0,137658,2017-11-22,CSS,ENTRADA,,
1,137658,2017-11-22,CSS,ENTRADA,COMISION,311.0
2,137658,2017-12-05,CSS,APRUEBA,COMISION,311.0
3,137658,2017-12-06,CSS,APRUEBA,,
4,137658,2017-12-11,CRR,ENTRADA,,
5,137658,2017-12-11,CRR,ENTRADA,COMISION,75.0
6,137658,2017-12-13,CRR,APRUEBA,COMISION,75.0
7,137658,2017-12-20,CRR,APRUEBA,,
8,137658,2017-12-28,P.E.,APRUEBA,LEY,19587.0
0,130645,2016-07-06,CSS,ENTRADA,,
1,130645,2016-07-13,CSS,ENTRADA,COMISION,354.0
0,128585,2016-03-08,CRR,ENTRADA,,
1,128585,2016-03-08,CRR,ENTRADA,COMISION,218.0
0,137499,2017-11-14,CSS,ENTRADA,,
1,137499,2017-11-14,CSS,ENTRADA,COMISION,315.0
0,124397,2015-05-05,CSS,ENTRADA,,
1,124397,2015-05-12,CSS,ENTRADA,COMISION,311.0
0,137300,2017-11-01,CSS,ENTRADA,,
1,137300,2017-11-01,CSS,ENTRADA,COMISION,311.0
2,137300,2017-12-05,CSS,TRATAMIENTO,COMISION,311.0
3,137300,2017-12-19,CSS,TRATAMIENTO,COMISION,311.0
4,137300,2018-04-17,CSS,TRATAMIENTO,COMISION,311.0
5,137300,2018-04-24,CSS,TRATAMIENTO,COMISION,311.0
6,137300,2018-05-08,CSS,APRUEBA,COMISION,311.0
7,137300,2018-05-16,CSS,APRUEBA,,
8,137300,2018-06-05,CRR,ENTRADA,,
9,137300,2018-06-05,CRR,ENTRADA,COMISION,210.0
10,137300,2018-12-05,CRR,APRUEBA,COMISION,210.0
0,138027,2017-12-21,CSS,ENTRADA,,
1,138027,2017-12-21,CSS,ENTRADA,COMISION,315.0
0,134634,2017-05-02,CRR,ENTRADA,,
1,134634,2017-05-02,CRR,ENTRADA,COMISION,75.0
2,134634,2017-06-21,CRR,TRATAMIENTO,COMISION,75.0
0,125513,2015-07-15,CSS,ENTRADA,,
1,125513,2015-07-22,CSS,ENTRADA,COMISION,317.0
0,133365,2016-12-28,CSS,ENTRADA,,
1,133365,2016-12-28,CSS,ENTRADA,COMISION,314.0
2,133365,2016-12-29,CSS,APRUEBA,,
0,128976,2016-04-06,CSS,ENTRADA,,
1,128976,2016-04-12,CSS,ENTRADA,COMISION,311.0
0,139714,2018-05-10,CSS,ENTRADA,,
1,139714,2018-05-15,CSS,ENTRADA,COMISION,312.0
2,139714,2018-05-15,CSS,APRUEBA,,
0,132655,2016-11-14,CSS,ENTRADA,,
1,132655,2016-11-15,CSS,ENTRADA,COMISION,1122.0
2,132655,2017-04-03,CSS,TRATAMIENTO,COMISION,1122.0
3,132655,2017-05-08,CSS,TRATAMIENTO,COMISION,1122.0
4,132655,2017-06-05,CSS,TRATAMIENTO,COMISION,1122.0
5,132655,2017-06-12,CSS,TRATAMIENTO,COMISION,1122.0
6,132655,2017-07-03,CSS,TRATAMIENTO,COMISION,1122.0
7,132655,2017-07-10,CSS,TRATAMIENTO,COMISION,1122.0
8,132655,2017-10-02,CSS,TRATAMIENTO,COMISION,1122.0
9,132655,2017-10-09,CSS,TRATAMIENTO,COMISION,1122.0
10,132655,2017-10-23,CSS,TRATAMIENTO,COMISION,1122.0
0,135674,2017-07-12,CSS,ENTRADA,,
1,135674,2017-07-12,CSS,ENTRADA,COMISION,311.0
2,135674,2017-08-15,CSS,TRATAMIENTO,COMISION,311.0
3,135674,2017-08-22,CSS,TRATAMIENTO,COMISION,311.0
4,135674,2017-09-05,CSS,TRATAMIENTO,COMISION,311.0
5,135674,2017-09-19,CSS,TRATAMIENTO,COMISION,311.0
6,135674,2017-09-26,CSS,APRUEBA,COMISION,311.0
7,135674,2017-10-03,CSS,APRUEBA,,
8,135674,2017-10-10,CRR,ENTRADA,,
9,135674,2017-10-10,CRR,ENTRADA,COMISION,75.0
10,135674,2017-10-17,CRR,APRUEBA,COMISION,75.0
11,135674,2017-10-17,CRR,APRUEBA,,
12,135674,2017-11-01,P.E.,APRUEBA,LEY,19549.0
0,127270,2015-11-10,CRR,ENTRADA,,
1,127270,2015-11-10,CRR,ENTRADA,COMISION,75.0
2,127270,2016-03-09,CRR,TRATAMIENTO,COMISION,75.0
3,127270,2016-08-10,CRR,APRUEBA,COMISION,75.0
4,127270,2016-08-17,CRR,APRUEBA,,
5,127270,2016-08-22,CSS,ENTRADA,,
6,127270,2016-08-24,CSS,ENTRADA,COMISION,317.0
7,127270,2016-10-12,CSS,TRATAMIENTO,COMISION,317.0
8,127270,2017-06-27,CSS,APRUEBA,COMISION,311.0
9,127270,2017-07-04,CSS,APRUEBA,,
10,127270,2017-07-13,P.E.,APRUEBA,LEY,19509.0
0,143084,2019-04-02,CSS,ENTRADA,,
1,143084,2019-04-03,CSS,ENTRADA,COMISION,317.0
0,143090,2019-04-03,CRR,ENTRADA,,
1,143090,2019-04-03,CRR,ENTRADA,COMISION,220.0
0,127066,2015-10-27,A.G.,APRUEBA,,
0,123599,2015-03-10,CRR,ENTRADA,,
1,123599,2015-03-10,CRR,ENTRADA,COMISION,211.0
0,136681,2017-09-13,CRR,ENTRADA,,
1,136681,2017-09-13,CRR,ENTRADA,COMISION,212.0
2,136681,2017-09-13,CRR,APRUEBA,,
0,123529,2015-03-04,CRR,ENTRADA,,
1,123529,2015-03-04,CRR,ENTRADA,COMISION,75.0
0,128332,2016-02-16,CSS,ENTRADA,,
1,128332,2016-02-17,CSS,ENTRADA,COMISION,331.0
2,128332,2016-03-15,CSS,APRUEBA,,
0,142699,2019-03-11,CSS,ENTRADA,,
1,142699,2019-03-12,CSS,ENTRADA,COMISION,347.0
0,136291,2017-08-16,CRR,ENTRADA,,
1,136291,2017-08-16,CRR,ENTRADA,COMISION,75.0
0,137831,2017-12-06,CRR,ENTRADA,,
1,137831,2017-12-06,CRR,ENTRADA,COMISION,218.0
0,130145,2016-06-08,CSS,ENTRADA,,
1,130145,2016-06-08,CSS,ENTRADA,COMISION,311.0
2,130145,2017-02-14,CSS,TRATAMIENTO,COMISION,1124.0
3,130145,2017-02-22,CSS,TRATAMIENTO,COMISION,1124.0
4,130145,2017-03-14,CSS,APRUEBA,COMISION,311.0
5,130145,2017-03-15,CSS,APRUEBA,,
6,130145,2017-03-28,CRR,ENTRADA,,
7,130145,2017-03-28,CRR,ENTRADA,COMISION,75.0
8,130145,2017-04-26,CRR,TRATAMIENTO,COMISION,75.0
9,130145,2017-06-07,CRR,TRATAMIENTO,COMISION,75.0
10,130145,2017-06-14,CRR,TRATAMIENTO,COMISION,75.0
11,130145,2017-09-06,CRR,APRUEBA,COMISION,75.0
12,130145,2017-10-18,CRR,APRUEBA,,
13,130145,2017-11-09,P.E.,APRUEBA,LEY,19555.0
0,129414,2016-05-03,CRR,ENTRADA,,
1,129414,2016-05-03,CRR,ENTRADA,COMISION,210.0
0,130179,2016-06-07,CRR,ENTRADA,,
1,130179,2016-11-09,CRR,TRATAMIENTO,COMISION,74.0
2,130179,2016-12-14,CRR,TRATAMIENTO,COMISION,74.0
3,130179,2017-05-03,CRR,TRATAMIENTO,COMISION,74.0
4,130179,2017-07-12,CRR,APRUEBA,,
5,130179,2018-04-19,CRR,TRATAMIENTO,COMISION,1157.0
6,130179,2018-05-24,CRR,TRATAMIENTO,COMISION,1157.0
7,130179,2018-06-14,CRR,TRATAMIENTO,COMISION,1157.0
8,130179,2018-10-11,CRR,TRATAMIENTO,COMISION,1157.0
9,130179,2018-10-25,CRR,TRATAMIENTO,COMISION,1157.0
10,130179,2018-11-08,CRR,TRATAMIENTO,COMISION,1157.0
11,130179,2018-12-13,CRR,TRATAMIENTO,COMISION,1157.0
0,129428,2016-05-03,CRR,ENTRADA,,
1,129428,2016-05-03,CRR,ENTRADA,COMISION,212.0
2,129428,2016-05-10,CRR,TRATAMIENTO,COMISION,212.0
3,129428,2016-06-01,CRR,TRATAMIENTO,COMISION,212.0
4,129428,2016-06-14,CRR,TRATAMIENTO,COMISION,212.0
5,129428,2016-07-12,CRR,TRATAMIENTO,COMISION,212.0
6,129428,2016-08-16,CRR,TRATAMIENTO,COMISION,212.0
7,129428,2016-11-01,CRR,TRATAMIENTO,COMISION,212.0
8,129428,2016-11-15,CRR,TRATAMIENTO,COMISION,212.0
9,129428,2016-12-13,CRR,APRUEBA,COMISION,212.0
10,129428,2016-12-13,CRR,APRUEBA,,
11,129428,2016-12-15,CSS,ENTRADA,,
12,129428,2016-12-21,CSS,ENTRADA,COMISION,336.0
13,129428,2017-07-06,CSS,TRATAMIENTO,COMISION,336.0
14,129428,2017-07-13,CSS,APRUEBA,COMISION,336.0
15,129428,2017-08-08,CRR,ENTRADA,,
16,129428,2017-08-08,CRR,ENTRADA,COMISION,212.0
17,129428,2017-10-03,CRR,APRUEBA,COMISION,212.0
18,129428,2017-12-12,CRR,APRUEBA,,
19,129428,2017-12-22,P.E.,APRUEBA,LEY,19577.0
0,137399,2017-11-07,CRR,ENTRADA,,
1,137399,2017-11-07,CRR,ENTRADA,COMISION,75.0
0,127834,2015-12-09,CRR,ENTRADA,,
1,127834,2015-12-09,CRR,ENTRADA,COMISION,211.0
2,127834,2016-03-16,CRR,TRATAMIENTO,COMISION,210.0
0,142060,2018-12-05,CSS,ENTRADA,,
1,142060,2018-12-05,CSS,ENTRADA,COMISION,317.0
0,131924,2016-10-04,CSS,ENTRADA,,
1,131924,2016-10-04,CSS,APRUEBA,,
0,134860,2017-05-16,CRR,ENTRADA,,
1,134860,2017-05-16,CRR,ENTRADA,COMISION,218.0
2,134860,2018-04-11,CRR,TRATAMIENTO,COMISION,218.0
3,134860,2018-04-11,CRR,APRUEBA,COMISION,218.0
4,134860,2018-11-06,CRR,APRUEBA,,
5,134860,2018-11-08,CSS,ENTRADA,,
6,134860,2018-11-13,CSS,ENTRADA,COMISION,347.0
0,141227,2018-09-12,CRR,ENTRADA,,
1,141227,2018-09-12,CRR,ENTRADA,COMISION,1096.0
2,141227,2018-10-09,CRR,TRATAMIENTO,COMISION,1096.0
3,141227,2018-11-13,CRR,TRATAMIENTO,COMISION,1096.0
0,124440,2015-05-11,CSS,ENTRADA,,
1,124440,2015-05-12,CSS,ENTRADA,COMISION,311.0
0,135217,2017-06-12,CSS,ENTRADA,,
1,135217,2017-06-14,CSS,ENTRADA,COMISION,314.0
0,133672,2017-02-23,CSS,ENTRADA,,
1,133672,2017-03-07,CSS,ENTRADA,COMISION,315.0
2,133672,2017-07-27,CSS,TRATAMIENTO,COMISION,315.0
0,125010,2015-06-16,CSS,ENTRADA,,
1,125010,2015-06-17,CSS,ENTRADA,COMISION,418.0
2,125010,2016-08-02,CSS,TRATAMIENTO,COMISION,418.0
3,125010,2016-10-04,CSS,TRATAMIENTO,COMISION,418.0
4,125010,2016-11-01,CSS,TRATAMIENTO,COMISION,418.0
5,125010,2017-05-09,CSS,TRATAMIENTO,COMISION,418.0
6,125010,2018-04-17,CSS,APRUEBA,COMISION,418.0
7,125010,2018-05-09,CSS,APRUEBA,,
8,125010,2018-05-15,CRR,ENTRADA,,
9,125010,2018-05-15,CRR,ENTRADA,COMISION,65.0
10,125010,2018-12-05,CRR,TRATAMIENTO,COMISION,65.0
11,125010,2018-12-05,CRR,APRUEBA,COMISION,65.0
12,125010,2018-12-12,CRR,APRUEBA,,
13,125010,2018-12-21,P.E.,APRUEBA,LEY,19725.0
0,132545,2016-11-08,CRR,ENTRADA,,
1,132545,2016-11-08,CRR,ENTRADA,COMISION,78.0
0,129429,2016-05-03,CRR,ENTRADA,,
1,129429,2016-05-03,CRR,ENTRADA,COMISION,211.0
0,127438,2015-11-17,CRR,ENTRADA,,
1,127438,2015-11-17,CRR,ENTRADA,COMISION,73.0
2,127438,2015-11-18,CRR,APRUEBA,,
0,143141,2019-04-08,CSS,ENTRADA,,
1,143141,2019-04-09,CSS,ENTRADA,COMISION,311.0
0,141756,2018-11-06,CRR,ENTRADA,,
1,141756,2018-11-06,CRR,ENTRADA,COMISION,74.0
2,141756,2018-11-06,CRR,APRUEBA,,
0,136290,2017-08-16,CRR,ENTRADA,,
1,136290,2017-08-16,CRR,ENTRADA,COMISION,212.0
0,137830,2017-12-06,CSS,ENTRADA,,
1,137830,2017-12-06,CSS,ENTRADA,COMISION,317.0
2,137830,2017-12-20,CSS,APRUEBA,COMISION,317.0
3,137830,2017-12-21,CSS,APRUEBA,,
4,137830,2018-02-07,CRR,ENTRADA,,
5,137830,2018-02-07,CRR,ENTRADA,COMISION,211.0
6,137830,2018-03-07,CRR,APRUEBA,COMISION,75.0
7,137830,2018-03-07,CRR,APRUEBA,,
8,137830,2018-03-16,P.E.,APRUEBA,LEY,19601.0
0,138450,2018-02-20,CSS,ENTRADA,,
1,138450,2018-02-21,CSS,ENTRADA,COMISION,315.0
0,130018,2016-06-01,CRR,ENTRADA,,
1,130018,2016-06-01,CRR,ENTRADA,COMISION,73.0
2,130018,2016-10-13,CRR,APRUEBA,COMISION,73.0
3,130018,2016-10-19,CRR,APRUEBA,,
0,138322,2018-02-07,CSS,ENTRADA,,
1,138322,2018-02-07,CSS,ENTRADA,COMISION,336.0
2,138322,2018-04-05,CSS,TRATAMIENTO,COMISION,336.0
0,139766,2018-05-16,CRR,ENTRADA,,
1,139766,2018-05-16,CRR,ENTRADA,COMISION,73.0
2,139766,2018-05-16,CRR,APRUEBA,,
0,127766,2015-12-08,CSS,ENTRADA,,
1,127766,2015-12-08,CSS,ENTRADA,COMISION,317.0
