,id_senador,titulo,fecha_entrada,id_ficha,organismo
0,5304,INMUEBLE RURAL RÍO NEGRO (DPTO.) ADQUISICIÓN. INSTITUTO NACIONAL COLONIZACIÓN. CRITERIOS TÉCNICOS. INFORMES.,2018-08-03,140688,INC*
1,5304,DECLARACIÓN EMERGENCIA AGROPECUARIA. BENEFICIARIOS. INFORMES.,2018-05-22,139811,MGAP*
2,5304,SISTEMA TRAZABILIDAD BOVINOS. FINANCIAMENTO. INFORMES.,2018-05-22,139812,MGAP*
3,5304,ESTANCIA ANCHORENA. REMATE REPRODUCTORES SEMOVIENTES. COMPRA. INFORMES,2016-10-19,132146,MGAP*
4,5304,VEHÍCULOS OFICIALES. ADQUISICIÓN Y RENOVACIÓN. INFORMES.,2016-06-15,130244,UDELAR*
5,5304,VEHÍCULOS OFICIALES. ADQUISICIÓN Y RENOVACIÓN. INFORMES.,2016-06-15,130244,MEF*
6,5304,VEHÍCULOS OFICIALES. ADQUISICIÓN Y RENOVACIÓN. INFORMES.,2016-06-15,130244,BCU*
7,5304,VEHÍCULOS OFICIALES. ADQUISICIÓN Y RENOVACIÓN. INFORMES.,2016-06-15,130244,BHU*
8,5304,VEHÍCULOS OFICIALES. ADQUISICIÓN Y RENOVACIÓN. INFORMES.,2016-06-15,130244,BROU*
9,5304,VEHÍCULOS OFICIALES. ADQUISICIÓN Y RENOVACIÓN. INFORMES.,2016-06-15,130244,BSE*
10,5304,VEHÍCULOS OFICIALES. ADQUISICIÓN Y RENOVACIÓN. INFORMES.,2016-06-15,130244,MINISTERIO INTERIOR
11,5304,VEHÍCULOS OFICIALES. ADQUISICIÓN Y RENOVACIÓN. INFORMES.,2016-06-15,130244,MRREE*
12,5304,VEHÍCULOS OFICIALES. ADQUISICIÓN Y RENOVACIÓN. INFORMES.,2016-06-15,130244,ANTEL*
13,5304,VEHÍCULOS OFICIALES. ADQUISICIÓN Y RENOVACIÓN. INFORMES.,2016-06-15,130244,CODICEN* (ANEP)
14,5304,VEHÍCULOS OFICIALES. ADQUISICIÓN Y RENOVACIÓN. INFORMES.,2016-06-15,130244,MTOP*
15,5304,VEHÍCULOS OFICIALES. ADQUISICIÓN Y RENOVACIÓN. INFORMES.,2016-06-15,130244,AFE*
16,5304,VEHÍCULOS OFICIALES. ADQUISICIÓN Y RENOVACIÓN. INFORMES.,2016-06-15,130244,ANP*
17,5304,VEHÍCULOS OFICIALES. ADQUISICIÓN Y RENOVACIÓN. INFORMES.,2016-06-15,130244,ANCAP*
18,5304,VEHÍCULOS OFICIALES. ADQUISICIÓN Y RENOVACIÓN. INFORMES.,2016-06-15,130244,UTE*
19,5304,VEHÍCULOS OFICIALES. ADQUISICIÓN Y RENOVACIÓN. INFORMES.,2016-06-15,130244,BPS*
20,5304,VEHÍCULOS OFICIALES. ADQUISICIÓN Y RENOVACIÓN. INFORMES.,2016-06-15,130244,ASSE*
21,5304,VEHÍCULOS OFICIALES. ADQUISICIÓN Y RENOVACIÓN. INFORMES.,2016-06-15,130244,MGAP*
22,5304,VEHÍCULOS OFICIALES. ADQUISICIÓN Y RENOVACIÓN. INFORMES.,2016-06-15,130244,INC*
23,5304,VEHÍCULOS OFICIALES. ADQUISICIÓN Y RENOVACIÓN. INFORMES.,2016-06-15,130244,MINISTERIO TURISMO
24,5304,VEHÍCULOS OFICIALES. ADQUISICIÓN Y RENOVACIÓN. INFORMES.,2016-06-15,130244,CORTE ELECTORAL
25,5304,VEHÍCULOS OFICIALES. ADQUISICIÓN Y RENOVACIÓN. INFORMES.,2016-06-15,130244,TRIBUNAL CUENTAS
26,5304,VEHÍCULOS OFICIALES. ADQUISICIÓN Y RENOVACIÓN. INFORMES.,2016-06-15,130244,INAU*
27,5304,VEHÍCULOS OFICIALES. ADQUISICIÓN Y RENOVACIÓN. INFORMES.,2016-06-15,130244,MEC*
28,5304,VEHÍCULOS OFICIALES. ADQUISICIÓN Y RENOVACIÓN. INFORMES.,2016-06-15,130244,MVOTMA*
29,5304,VEHÍCULOS OFICIALES. ADQUISICIÓN Y RENOVACIÓN. INFORMES.,2016-06-15,130244,ANEP*
30,5304,VEHÍCULOS OFICIALES. ADQUISICIÓN Y RENOVACIÓN. INFORMES.,2016-06-15,130244,OPP*
31,5304,VEHÍCULOS OFICIALES. ADQUISICIÓN Y RENOVACIÓN. INFORMES.,2016-06-15,130244,MSP*
32,5304,VEHÍCULOS OFICIALES. ADQUISICIÓN Y RENOVACIÓN. INFORMES.,2016-06-15,130244,MTSS*
33,5304,VEHÍCULOS OFICIALES. ADQUISICIÓN Y RENOVACIÓN. INFORMES.,2016-06-15,130244,MDN*
34,5304,VEHÍCULOS OFICIALES. ADQUISICIÓN Y RENOVACIÓN. INFORMES.,2016-06-15,130244,MIEM*
35,5304,VEHÍCULOS OFICIALES. ADQUISICIÓN Y RENOVACIÓN. INFORMES.,2016-06-15,130244,MIDES*
36,5304,VEHÍCULOS OFICIALES. ADQUISICIÓN Y RENOVACIÓN. INFORMES.,2016-06-15,130244,ANV*
37,5304,VEHÍCULOS OFICIALES. ADQUISICIÓN Y RENOVACIÓN. INFORMES.,2016-06-15,130244,UTEC*
38,5304,SUELOS. RECALIFICACIÓN. INFORMES,2015-09-09,126478,MGAP*
