,id_ficha,fecha,cuerpo,estado,tipo_ref,ref_id
0,130145,2016-06-08,CSS,ENTRADA,,
1,130145,2016-06-08,CSS,ENTRADA,COMISION,311.0
2,130145,2017-02-14,CSS,TRATAMIENTO,COMISION,1124.0
3,130145,2017-02-22,CSS,TRATAMIENTO,COMISION,1124.0
4,130145,2017-03-14,CSS,APRUEBA,COMISION,311.0
5,130145,2017-03-15,CSS,APRUEBA,,
6,130145,2017-03-28,CRR,ENTRADA,,
7,130145,2017-03-28,CRR,ENTRADA,COMISION,75.0
8,130145,2017-04-26,CRR,TRATAMIENTO,COMISION,75.0
9,130145,2017-06-07,CRR,TRATAMIENTO,COMISION,75.0
10,130145,2017-06-14,CRR,TRATAMIENTO,COMISION,75.0
11,130145,2017-09-06,CRR,APRUEBA,COMISION,75.0
12,130145,2017-10-18,CRR,APRUEBA,,
13,130145,2017-11-09,P.E.,APRUEBA,LEY,19555.0
