,id_ficha,fecha,cuerpo,estado,tipo_ref,ref_id
0,137324,2017-11-01,CRR,ENTRADA,,
1,137324,2017-11-01,CRR,ENTRADA,COMISION,824.0
2,137324,2017-11-08,CRR,TRATAMIENTO,COMISION,824.0
3,137324,2017-11-15,CRR,TRATAMIENTO,COMISION,824.0
4,137324,2017-11-15,CRR,APRUEBA,COMISION,824.0
5,137324,2017-12-05,CRR,APRUEBA,,
6,137324,2017-12-06,CSS,ENTRADA,,
7,137324,2017-12-06,CSS,ENTRADA,COMISION,945.0
8,137324,2017-12-13,CSS,APRUEBA,COMISION,1155.0
9,137324,2017-12-19,CSS,APRUEBA,,
10,137324,2017-12-28,P.E.,APRUEBA,LEY,19585.0
