,id_ficha,fecha,cuerpo,estado,tipo_ref,ref_id
0,135668,2017-07-12,CSS,ENTRADA,,
1,135668,2017-07-12,CSS,ENTRADA,COMISION,1120.0
2,135668,2017-07-19,CSS,TRATAMIENTO,COMISION,1120.0
3,135668,2017-07-26,CSS,TRATAMIENTO,COMISION,1120.0
4,135668,2017-09-06,CSS,TRATAMIENTO,COMISION,1120.0
5,135668,2017-10-03,CSS,APRUEBA,COMISION,1120.0
6,135668,2017-11-07,CSS,APRUEBA,,
7,135668,2017-11-08,CRR,ENTRADA,,
8,135668,2017-11-08,CRR,ENTRADA,COMISION,75.0
9,135668,2018-10-03,CRR,TRATAMIENTO,COMISION,1158.0
10,135668,2018-11-07,CRR,APRUEBA,COMISION,1158.0
