,id_ficha,fecha,cuerpo,estado,tipo_ref,ref_id
0,125902,2015-08-11,CRR,ENTRADA,,
1,125902,2015-08-11,CRR,ENTRADA,COMISION,75.0
2,125902,2016-02-17,CRR,TRATAMIENTO,COMISION,75.0
3,125902,2016-03-16,CRR,TRATAMIENTO,COMISION,75.0
4,125902,2016-05-04,CRR,TRATAMIENTO,COMISION,75.0
5,125902,2016-06-01,CRR,TRATAMIENTO,COMISION,75.0
6,125902,2016-07-06,CRR,TRATAMIENTO,COMISION,75.0
7,125902,2016-07-13,CRR,TRATAMIENTO,COMISION,75.0
8,125902,2016-09-14,CRR,TRATAMIENTO,COMISION,75.0
9,125902,2016-12-14,CRR,TRATAMIENTO,COMISION,75.0
10,125902,2018-04-04,CRR,TRATAMIENTO,COMISION,75.0
11,125902,2018-04-18,CRR,TRATAMIENTO,COMISION,75.0
12,125902,2018-04-25,CRR,TRATAMIENTO,COMISION,75.0
13,125902,2018-05-09,CRR,TRATAMIENTO,COMISION,75.0
14,125902,2018-06-06,CRR,TRATAMIENTO,COMISION,75.0
15,125902,2018-06-13,CRR,APRUEBA,COMISION,75.0
16,125902,2018-07-10,CRR,APRUEBA,,
17,125902,2018-07-11,CSS,ENTRADA,,
18,125902,2018-07-11,CSS,ENTRADA,COMISION,945.0
