,id_ficha,fecha,cuerpo,estado,tipo_ref,ref_id
0,130179,2016-06-07,CRR,ENTRADA,,
1,130179,2016-11-09,CRR,TRATAMIENTO,COMISION,74.0
2,130179,2016-12-14,CRR,TRATAMIENTO,COMISION,74.0
3,130179,2017-05-03,CRR,TRATAMIENTO,COMISION,74.0
4,130179,2017-07-12,CRR,APRUEBA,,
5,130179,2018-04-19,CRR,TRATAMIENTO,COMISION,1157.0
6,130179,2018-05-24,CRR,TRATAMIENTO,COMISION,1157.0
7,130179,2018-06-14,CRR,TRATAMIENTO,COMISION,1157.0
8,130179,2018-10-11,CRR,TRATAMIENTO,COMISION,1157.0
9,130179,2018-10-25,CRR,TRATAMIENTO,COMISION,1157.0
10,130179,2018-11-08,CRR,TRATAMIENTO,COMISION,1157.0
11,130179,2018-12-13,CRR,TRATAMIENTO,COMISION,1157.0
