,id_ficha,fecha,cuerpo,estado,tipo_ref,ref_id
0,126527,2015-09-11,CSS,ENTRADA,,
1,126527,2015-09-15,CSS,ENTRADA,COMISION,311.0
2,126527,2015-10-13,CSS,TRATAMIENTO,COMISION,311.0
3,126527,2015-12-08,CSS,TRATAMIENTO,COMISION,311.0
4,126527,2016-03-08,CSS,TRATAMIENTO,COMISION,311.0
5,126527,2016-04-05,CSS,TRATAMIENTO,COMISION,311.0
6,126527,2016-05-03,CSS,TRATAMIENTO,COMISION,311.0
7,126527,2016-05-10,CSS,TRATAMIENTO,COMISION,311.0
8,126527,2016-05-17,CSS,TRATAMIENTO,COMISION,311.0
9,126527,2016-11-08,CSS,TRATAMIENTO,COMISION,311.0
10,126527,2016-11-15,CSS,TRATAMIENTO,COMISION,311.0
11,126527,2016-11-29,CSS,TRATAMIENTO,COMISION,311.0
12,126527,2016-12-06,CSS,TRATAMIENTO,COMISION,311.0
13,126527,2017-10-10,CSS,TRATAMIENTO,COMISION,311.0
