,id_comision,id_senador,fecha_reunion,citacion,falta_con_aviso,falta_sin_aviso,licencia,otras_comisiones
0,311,7891,2015-05-19,1,0,0,0,0
1,311,7891,2015-07-07,1,0,0,0,0
2,311,7891,2015-10-06,1,0,0,0,0
3,311,7891,2015-12-08,1,0,0,0,0
4,311,7891,2016-05-24,1,0,0,0,0
5,311,7891,2016-08-12,1,0,0,0,0
6,311,7891,2016-08-19,1,0,0,0,0
7,311,7891,2016-09-22,1,0,0,0,0
8,311,7891,2016-09-27,1,0,0,0,0
9,311,7891,2016-09-30,1,0,0,0,0
10,311,7891,2016-10-11,1,0,0,0,0
11,311,7891,2016-11-01,1,0,0,0,0
12,311,7891,2016-12-06,1,0,0,0,0
13,311,7891,2017-04-04,1,0,0,0,0
14,311,7891,2017-07-11,1,0,0,0,0
15,311,7891,2017-08-08,1,0,0,0,0
16,311,7891,2017-08-15,1,0,0,0,0
17,311,7891,2017-09-19,1,0,0,0,0
18,311,7891,2017-11-07,1,0,0,0,0
19,311,7891,2017-11-21,1,0,0,0,0
20,311,7891,2018-04-03,1,0,0,0,0
21,311,7891,2018-04-17,1,0,0,0,0
22,311,7891,2018-04-24,1,0,0,0,0
23,311,7891,2018-05-29,1,0,0,0,0
24,311,7891,2018-06-05,1,0,0,0,0
25,311,7891,2018-12-11,1,0,0,0,0
26,311,7891,2019-03-12,1,0,0,0,0
