,id_comision,id_senador,fecha_reunion,citacion,falta_con_aviso,falta_sin_aviso,licencia,otras_comisiones
0,1090,9964,2016-04-14,1,0,1,0,0
1,1090,9964,2015-07-02,1,0,0,1,0
2,1090,9964,2015-07-16,1,1,0,0,0
3,1090,9964,2015-08-13,1,0,1,0,0
4,1090,9964,2015-08-20,1,0,1,0,0
5,1090,9964,2015-09-10,1,0,1,0,0
6,1090,9964,2015-11-12,1,1,0,0,0
7,1090,9964,2016-03-10,1,0,1,0,0
8,1090,9964,2016-04-14,1,0,1,0,0
9,1090,9964,2016-06-09,1,0,1,0,0
10,1090,9964,2017-11-09,1,0,0,0,0
11,1090,9964,2017-12-07,1,1,0,0,0
12,1090,9964,2018-04-05,1,0,1,0,0
13,1090,9964,2018-06-07,1,1,0,0,0
14,1090,9964,2018-07-05,1,0,1,0,0
